,Model,Window,Step,Recall,F1,Accuracy,Precision,ROC_AUC,SelectedFeatures,FeatureSelectionMethod,FeatureScores,Best_k
237,KNN,40,100,0.5864197530864198,0.5660599932591843,0.5370370370370371,0.581025641025641,0.5534979423868314,"O2Hb_max, O2Hb_median, tHb_max, HHb_max, tHb_mean, O2Hb_mean, tHb_min, HHb_std, O2Hb_min, HHb_median, tHb_median, HHb_mean, HHb_min",random_forest,"[('O2Hb_max', np.float64(0.13566209078185196)), ('O2Hb_median', np.float64(0.09927432681710298)), ('tHb_max', np.float64(0.0991583246783221)), ('HHb_max', np.float64(0.08976043092093226)), ('tHb_mean', np.float64(0.08604049074911464)), ('O2Hb_mean', np.float64(0.08560674578975365)), ('tHb_min', np.float64(0.06885452178382516)), ('HHb_std', np.float64(0.06760395954059176)), ('O2Hb_min', np.float64(0.053261684807215)), ('HHb_median', np.float64(0.05290546446482163)), ('tHb_median', np.float64(0.04688627749538373)), ('HHb_mean', np.float64(0.03478183980481002)), ('HHb_min', np.float64(0.03256520040413173))]",13
238,DecisionTree,40,100,0.6975308641975309,0.6815638692281766,0.6814814814814815,0.6957575757575757,0.6944444444444445,"O2Hb_max, O2Hb_median, tHb_max, HHb_max, tHb_mean, O2Hb_mean, tHb_min",random_forest,"[('O2Hb_max', np.float64(0.13566209078185196)), ('O2Hb_median', np.float64(0.09927432681710298)), ('tHb_max', np.float64(0.0991583246783221)), ('HHb_max', np.float64(0.08976043092093226)), ('tHb_mean', np.float64(0.08604049074911464)), ('O2Hb_mean', np.float64(0.08560674578975365)), ('tHb_min', np.float64(0.06885452178382516))]",7
239,XGBoost,40,100,0.7160493827160493,0.6074458874458875,0.5444444444444444,0.5386904761904762,0.4938271604938272,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean",select_k_best,"[('tHb_max', np.float64(41.15112295248371)), ('tHb_mean', np.float64(37.01981597639966)), ('O2Hb_max', np.float64(33.02835721636659)), ('tHb_min', np.float64(32.099661628453134)), ('tHb_median', np.float64(31.47315668150588)), ('O2Hb_mean', np.float64(24.448351241688112))]",6
240,LogisticRegression,50,10,0.6597222222222222,0.5996801642052365,0.5587121212121212,0.5712150469873962,0.5672743055555556,"O2Hb_max, HHb_max, tHb_max, tHb_mean, O2Hb_mean, O2Hb_median, tHb_min, HHb_std, HHb_median, HHb_min, O2Hb_min, HHb_mean, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.18899501161893292)), ('HHb_max', np.float64(0.12776624359514094)), ('tHb_max', np.float64(0.10318520340131038)), ('tHb_mean', np.float64(0.09174906001614322)), ('O2Hb_mean', np.float64(0.08246826784717191)), ('O2Hb_median', np.float64(0.07723061923733329)), ('tHb_min', np.float64(0.07521264104723299)), ('HHb_std', np.float64(0.051471102748733795)), ('HHb_median', np.float64(0.04553845675780271)), ('HHb_min', np.float64(0.03873103415213307)), ('O2Hb_min', np.float64(0.036714022767263384)), ('HHb_mean', np.float64(0.032036795948752674)), ('tHb_std', np.float64(0.018054968644790597))]",13
241,SVC,50,10,0.6439393939393939,0.5534839044076572,0.4657196969696969,0.5562464398757406,0.4509781766528926,"O2Hb_max, HHb_max, tHb_max, tHb_mean, O2Hb_mean, O2Hb_median, tHb_min, HHb_std, HHb_median, HHb_min, O2Hb_min, HHb_mean",random_forest,"[('O2Hb_max', np.float64(0.18899501161893292)), ('HHb_max', np.float64(0.12776624359514094)), ('tHb_max', np.float64(0.10318520340131038)), ('tHb_mean', np.float64(0.09174906001614322)), ('O2Hb_mean', np.float64(0.08246826784717191)), ('O2Hb_median', np.float64(0.07723061923733329)), ('tHb_min', np.float64(0.07521264104723299)), ('HHb_std', np.float64(0.051471102748733795)), ('HHb_median', np.float64(0.04553845675780271)), ('HHb_min', np.float64(0.03873103415213307)), ('O2Hb_min', np.float64(0.036714022767263384)), ('HHb_mean', np.float64(0.032036795948752674))]",12
242,RandomForest,50,10,0.6010101010101011,0.5476896092154501,0.5189393939393939,0.6246095105866019,0.5981925074609734,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min, HHb_max, HHb_mean, HHb_std, HHb_median, HHb_min, O2Hb_std, tHb_std",select_k_best,"[('tHb_max', np.float64(526.4771746881524)), ('tHb_mean', np.float64(467.2275700208579)), ('O2Hb_max', np.float64(389.1752559196836)), ('tHb_min', np.float64(365.3291962699383)), ('tHb_median', np.float64(306.5511796576949)), ('O2Hb_mean', np.float64(255.63965214614106)), ('O2Hb_median', np.float64(221.66155687689658)), ('O2Hb_min', np.float64(162.51362032014842)), ('HHb_max', np.float64(126.10602535458756)), ('HHb_mean', np.float64(81.53099748544116)), ('HHb_std', np.float64(64.04616227095642)), ('HHb_median', np.float64(63.099655078483025)), ('HHb_min', np.float64(31.52801532067999)), ('O2Hb_std', np.float64(5.837741764180853)), ('tHb_std', np.float64(3.5298191980493896))]",15
243,KNN,50,10,0.6066919191919192,0.5474637069294883,0.5089015151515152,0.5443860901582012,0.5144556359044995,"O2Hb_max, HHb_max, tHb_max, tHb_mean",random_forest,"[('O2Hb_max', np.float64(0.18899501161893292)), ('HHb_max', np.float64(0.12776624359514094)), ('tHb_max', np.float64(0.10318520340131038)), ('tHb_mean', np.float64(0.09174906001614322))]",4
244,DecisionTree,50,10,0.6603535353535354,0.5670434227927846,0.512689393939394,0.5300571166662588,0.5328282828282829,"tHb_max, tHb_mean, O2Hb_max, tHb_min",select_k_best,"[('tHb_max', np.float64(526.4771746881524)), ('tHb_mean', np.float64(467.2275700208579)), ('O2Hb_max', np.float64(389.1752559196836)), ('tHb_min', np.float64(365.3291962699383))]",4
245,XGBoost,50,10,0.5744949494949495,0.44990039026653345,0.403030303030303,0.40767441760490425,0.35060476928374656,"tHb_max, tHb_mean, O2Hb_max, tHb_min",select_k_best,"[('tHb_max', np.float64(526.4771746881524)), ('tHb_mean', np.float64(467.2275700208579)), ('O2Hb_max', np.float64(389.1752559196836)), ('tHb_min', np.float64(365.3291962699383))]",4
246,LogisticRegression,50,20,0.6464646464646465,0.5941473322589169,0.5579545454545455,0.57135752798231,0.566790059687787,"O2Hb_max, HHb_max, tHb_max, O2Hb_median, tHb_mean, O2Hb_mean, tHb_min, HHb_std, HHb_median, O2Hb_min, HHb_mean, HHb_min, O2Hb_std, tHb_std, tHb_median",random_forest,"[('O2Hb_max', np.float64(0.1818524460972638)), ('HHb_max', np.float64(0.12016092531570058)), ('tHb_max', np.float64(0.10591479972963398)), ('O2Hb_median', np.float64(0.0910548565015351)), ('tHb_mean', np.float64(0.0854352439262904)), ('O2Hb_mean', np.float64(0.08273016300768445)), ('tHb_min', np.float64(0.07121935453451984)), ('HHb_std', np.float64(0.058845453303676215)), ('HHb_median', np.float64(0.04337001739677092)), ('O2Hb_min', np.float64(0.03760148065896141)), ('HHb_mean', np.float64(0.03470528594711962)), ('HHb_min', np.float64(0.03238712407224596)), ('O2Hb_std', np.float64(0.02017360986700088)), ('tHb_std', np.float64(0.018366465730923407)), ('tHb_median', np.float64(0.016182773910673357))]",15
247,SVC,50,20,0.6199494949494949,0.5302217061730362,0.44583333333333336,0.5494678725800007,0.448877984389348,"O2Hb_max, HHb_max, tHb_max, O2Hb_median, tHb_mean, O2Hb_mean, tHb_min, HHb_std, HHb_median, O2Hb_min, HHb_mean",random_forest,"[('O2Hb_max', np.float64(0.1818524460972638)), ('HHb_max', np.float64(0.12016092531570058)), ('tHb_max', np.float64(0.10591479972963398)), ('O2Hb_median', np.float64(0.0910548565015351)), ('tHb_mean', np.float64(0.0854352439262904)), ('O2Hb_mean', np.float64(0.08273016300768445)), ('tHb_min', np.float64(0.07121935453451984)), ('HHb_std', np.float64(0.058845453303676215)), ('HHb_median', np.float64(0.04337001739677092)), ('O2Hb_min', np.float64(0.03760148065896141)), ('HHb_mean', np.float64(0.03470528594711962))]",11
248,RandomForest,50,20,0.6073232323232323,0.5225728216534987,0.48787878787878786,0.50641737628039,0.4454488062442608,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_max', np.float64(259.1197882599834)), ('tHb_mean', np.float64(231.13098390089738)), ('O2Hb_max', np.float64(186.73066549435714)), ('tHb_min', np.float64(183.07444504923865)), ('tHb_median', np.float64(143.00362928497728)), ('O2Hb_mean', np.float64(127.00580701105784)), ('O2Hb_median', np.float64(112.19786072722877))]",7
249,KNN,50,20,0.5820707070707071,0.5283356705891917,0.48901515151515157,0.5226363636363637,0.504713326446281,"O2Hb_max, HHb_max, tHb_max, O2Hb_median, tHb_mean",random_forest,"[('O2Hb_max', np.float64(0.1818524460972638)), ('HHb_max', np.float64(0.12016092531570058)), ('tHb_max', np.float64(0.10591479972963398)), ('O2Hb_median', np.float64(0.0910548565015351)), ('tHb_mean', np.float64(0.0854352439262904))]",5
250,DecisionTree,50,20,0.5946969696969697,0.49971884840305886,0.4431818181818182,0.4506196818349982,0.4583333333333333,"tHb_max, tHb_mean, O2Hb_max, tHb_min",select_k_best,"[('tHb_max', np.float64(259.1197882599834)), ('tHb_mean', np.float64(231.13098390089738)), ('O2Hb_max', np.float64(186.73066549435714)), ('tHb_min', np.float64(183.07444504923865))]",4
251,XGBoost,50,20,0.6287878787878788,0.5091675312788101,0.45909090909090905,0.462265448472345,0.38533057851239666,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean",select_k_best,"[('tHb_max', np.float64(259.1197882599834)), ('tHb_mean', np.float64(231.13098390089738)), ('O2Hb_max', np.float64(186.73066549435714)), ('tHb_min', np.float64(183.07444504923865)), ('tHb_median', np.float64(143.00362928497728)), ('O2Hb_mean', np.float64(127.00580701105784))]",6
252,LogisticRegression,50,30,0.6518518518518519,0.60052833945239,0.5622222222222223,0.587356219083378,0.5529320987654321,"O2Hb_max, HHb_max, O2Hb_mean, tHb_max, tHb_mean, O2Hb_median, HHb_std, tHb_min, HHb_mean, HHb_median, O2Hb_min, HHb_min, tHb_median, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.18136579963133673)), ('HHb_max', np.float64(0.10614172159449342)), ('O2Hb_mean', np.float64(0.10386027878259292)), ('tHb_max', np.float64(0.09991514622707719)), ('tHb_mean', np.float64(0.09205609407440808)), ('O2Hb_median', np.float64(0.06899387634241297)), ('HHb_std', np.float64(0.06392512307370306)), ('tHb_min', np.float64(0.06083678655008033)), ('HHb_mean', np.float64(0.042372719736274544)), ('HHb_median', np.float64(0.03948251405696539)), ('O2Hb_min', np.float64(0.03652920771145318)), ('HHb_min', np.float64(0.03611909028473779)), ('tHb_median', np.float64(0.03571038789091881)), ('O2Hb_std', np.float64(0.018048684487881498)), ('tHb_std', np.float64(0.014642569555664104))]",15
253,SVC,50,30,0.6518518518518519,0.5705537573265681,0.5105555555555555,0.5774096640433274,0.5076851851851852,"O2Hb_max, HHb_max, O2Hb_mean, tHb_max, tHb_mean, O2Hb_median",random_forest,"[('O2Hb_max', np.float64(0.18136579963133673)), ('HHb_max', np.float64(0.10614172159449342)), ('O2Hb_mean', np.float64(0.10386027878259292)), ('tHb_max', np.float64(0.09991514622707719)), ('tHb_mean', np.float64(0.09205609407440808)), ('O2Hb_median', np.float64(0.06899387634241297))]",6
254,RandomForest,50,30,0.587037037037037,0.5067493591302529,0.483888888888889,0.5279431258812702,0.4844598765432098,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_max', np.float64(176.84412955952396)), ('tHb_mean', np.float64(154.83469888018425)), ('O2Hb_max', np.float64(131.8782947098314)), ('tHb_min', np.float64(121.22119434224459)), ('tHb_median', np.float64(101.20379740867983)), ('O2Hb_mean', np.float64(86.60058241188213)), ('O2Hb_median', np.float64(76.40399784199572))]",7
255,KNN,50,30,0.6259259259259259,0.5561911995049477,0.5094444444444445,0.5304461951459521,0.510108024691358,"O2Hb_max, HHb_max, O2Hb_mean, tHb_max, tHb_mean, O2Hb_median",random_forest,"[('O2Hb_max', np.float64(0.18136579963133673)), ('HHb_max', np.float64(0.10614172159449342)), ('O2Hb_mean', np.float64(0.10386027878259292)), ('tHb_max', np.float64(0.09991514622707719)), ('tHb_mean', np.float64(0.09205609407440808)), ('O2Hb_median', np.float64(0.06899387634241297))]",6
256,DecisionTree,50,30,0.43703703703703706,0.4774362672020786,0.5711111111111111,0.5967823026646556,0.5694444444444445,"O2Hb_max, HHb_max, O2Hb_mean, tHb_max, tHb_mean, O2Hb_median, HHb_std, tHb_min, HHb_mean, HHb_median",random_forest,"[('O2Hb_max', np.float64(0.18136579963133673)), ('HHb_max', np.float64(0.10614172159449342)), ('O2Hb_mean', np.float64(0.10386027878259292)), ('tHb_max', np.float64(0.09991514622707719)), ('tHb_mean', np.float64(0.09205609407440808)), ('O2Hb_median', np.float64(0.06899387634241297)), ('HHb_std', np.float64(0.06392512307370306)), ('tHb_min', np.float64(0.06083678655008033)), ('HHb_mean', np.float64(0.042372719736274544)), ('HHb_median', np.float64(0.03948251405696539))]",10
257,XGBoost,50,30,0.5925925925925926,0.491907235959738,0.4672222222222222,0.45632298158893897,0.4417901234567901,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean",select_k_best,"[('tHb_max', np.float64(176.84412955952396)), ('tHb_mean', np.float64(154.83469888018425)), ('O2Hb_max', np.float64(131.8782947098314)), ('tHb_min', np.float64(121.22119434224459)), ('tHb_median', np.float64(101.20379740867983)), ('O2Hb_mean', np.float64(86.60058241188213))]",6
258,LogisticRegression,50,40,0.6641414141414141,0.6080531162989934,0.568939393939394,0.592743785115062,0.5303604224058769,"O2Hb_max, HHb_max, tHb_max, tHb_mean, O2Hb_median, tHb_min, O2Hb_mean, HHb_std, O2Hb_min, HHb_median, HHb_min, HHb_mean, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.1581937059150589)), ('HHb_max', np.float64(0.12367954955647714)), ('tHb_max', np.float64(0.10625905173040154)), ('tHb_mean', np.float64(0.0942828637437449)), ('O2Hb_median', np.float64(0.08352642583300911)), ('tHb_min', np.float64(0.07263507160744917)), ('O2Hb_mean', np.float64(0.07148051096550884)), ('HHb_std', np.float64(0.05972664740788212)), ('O2Hb_min', np.float64(0.04250102572862132)), ('HHb_median', np.float64(0.040449152383608994)), ('HHb_min', np.float64(0.04014652587732409)), ('HHb_mean', np.float64(0.035230577522222514)), ('O2Hb_std', np.float64(0.027569590460154322)), ('tHb_std', np.float64(0.02660562478274124))]",14
259,SVC,50,40,0.5959595959595959,0.4922085178124174,0.38712121212121214,0.42738475268595755,0.2800734618916437,"O2Hb_max, HHb_max, tHb_max",random_forest,"[('O2Hb_max', np.float64(0.1581937059150589)), ('HHb_max', np.float64(0.12367954955647714)), ('tHb_max', np.float64(0.10625905173040154))]",3
260,RandomForest,50,40,0.6035353535353535,0.5112836950745056,0.46439393939393936,0.4781676086023912,0.43164600550964183,"tHb_max, tHb_mean, tHb_min, O2Hb_max",select_k_best,"[('tHb_max', np.float64(125.53275066819732)), ('tHb_mean', np.float64(102.83586648788841)), ('tHb_min', np.float64(92.15924414653482)), ('O2Hb_max', np.float64(82.82962446984229))]",4
261,KNN,50,40,0.5858585858585859,0.5058639943432569,0.4348484848484848,0.5398882113821138,0.4384756657483931,"O2Hb_max, HHb_max, tHb_max, tHb_mean, O2Hb_median, tHb_min, O2Hb_mean",random_forest,"[('O2Hb_max', np.float64(0.1581937059150589)), ('HHb_max', np.float64(0.12367954955647714)), ('tHb_max', np.float64(0.10625905173040154)), ('tHb_mean', np.float64(0.0942828637437449)), ('O2Hb_median', np.float64(0.08352642583300911)), ('tHb_min', np.float64(0.07263507160744917)), ('O2Hb_mean', np.float64(0.07148051096550884))]",7
262,DecisionTree,50,40,0.494949494949495,0.46050889813875573,0.5401515151515152,0.47110412017244313,0.5227272727272727,"tHb_max, tHb_mean, tHb_min, O2Hb_max, tHb_median, O2Hb_mean, O2Hb_median, O2Hb_min",select_k_best,"[('tHb_max', np.float64(125.53275066819732)), ('tHb_mean', np.float64(102.83586648788841)), ('tHb_min', np.float64(92.15924414653482)), ('O2Hb_max', np.float64(82.82962446984229)), ('tHb_median', np.float64(65.9672453402889)), ('O2Hb_mean', np.float64(58.56520907839487)), ('O2Hb_median', np.float64(52.87636393966247)), ('O2Hb_min', np.float64(44.16187918801499))]",8
263,XGBoost,50,40,0.5050505050505051,0.4309430401078531,0.43560606060606055,0.40639959687578736,0.3946854912764004,"tHb_max, tHb_mean, tHb_min, O2Hb_max",select_k_best,"[('tHb_max', np.float64(125.53275066819732)), ('tHb_mean', np.float64(102.83586648788841)), ('tHb_min', np.float64(92.15924414653482)), ('O2Hb_max', np.float64(82.82962446984229))]",4
264,LogisticRegression,50,50,0.6543209876543211,0.5921906124766118,0.5472222222222223,0.5670736172572157,0.5390946502057612,"O2Hb_max, tHb_max, HHb_max, tHb_mean, O2Hb_mean, O2Hb_median, tHb_min, HHb_median, HHb_std, HHb_mean, O2Hb_min, tHb_median, HHb_min, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.15936426360145936)), ('tHb_max', np.float64(0.1049073150851487)), ('HHb_max', np.float64(0.09659629072025032)), ('tHb_mean', np.float64(0.09422907528534098)), ('O2Hb_mean', np.float64(0.09313540880915608)), ('O2Hb_median', np.float64(0.08985192117714208)), ('tHb_min', np.float64(0.0769279858851643)), ('HHb_median', np.float64(0.051508216028917246)), ('HHb_std', np.float64(0.05106255036215652)), ('HHb_mean', np.float64(0.0372754683541178)), ('O2Hb_min', np.float64(0.03687777679279358)), ('tHb_median', np.float64(0.03612638306145735)), ('HHb_min', np.float64(0.03530951503417918)), ('tHb_std', np.float64(0.02263165714038924))]",14
265,SVC,50,50,0.6265432098765432,0.5146964446155821,0.4222222222222222,0.4514061207609595,0.3981481481481481,"O2Hb_max, tHb_max, HHb_max, tHb_mean, O2Hb_mean",random_forest,"[('O2Hb_max', np.float64(0.15936426360145936)), ('tHb_max', np.float64(0.1049073150851487)), ('HHb_max', np.float64(0.09659629072025032)), ('tHb_mean', np.float64(0.09422907528534098)), ('O2Hb_mean', np.float64(0.09313540880915608))]",5
266,RandomForest,50,50,0.6203703703703703,0.5237392461861622,0.47962962962962963,0.4963624338624339,0.4759516460905349,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean, O2Hb_median",select_k_best,"[('tHb_max', np.float64(100.16488502154851)), ('tHb_mean', np.float64(89.1123370467983)), ('O2Hb_max', np.float64(77.67794040777834)), ('tHb_min', np.float64(71.96727789592947)), ('tHb_median', np.float64(62.31412448283714)), ('O2Hb_mean', np.float64(51.36884888351118)), ('O2Hb_median', np.float64(47.063488099513016))]",7
267,KNN,50,50,0.5679012345679012,0.4835592956210067,0.4314814814814815,0.44413116123642443,0.40847908093278457,"tHb_max, tHb_mean, O2Hb_max",select_k_best,"[('tHb_max', np.float64(100.16488502154851)), ('tHb_mean', np.float64(89.1123370467983)), ('O2Hb_max', np.float64(77.67794040777834))]",3
268,DecisionTree,50,50,0.4537037037037037,0.46015406162464983,0.5231481481481481,0.49455782312925173,0.5077160493827161,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median",select_k_best,"[('tHb_max', np.float64(100.16488502154851)), ('tHb_mean', np.float64(89.1123370467983)), ('O2Hb_max', np.float64(77.67794040777834)), ('tHb_min', np.float64(71.96727789592947)), ('tHb_median', np.float64(62.31412448283714))]",5
269,XGBoost,50,50,0.5555555555555555,0.4424881941051946,0.38518518518518524,0.3863095238095238,0.33517661179698216,"tHb_max, tHb_mean, O2Hb_max, tHb_min",select_k_best,"[('tHb_max', np.float64(100.16488502154851)), ('tHb_mean', np.float64(89.1123370467983)), ('O2Hb_max', np.float64(77.67794040777834)), ('tHb_min', np.float64(71.96727789592947))]",4
270,LogisticRegression,50,60,0.637037037037037,0.5902534113060428,0.5511111111111111,0.5766735679779157,0.5295061728395062,"O2Hb_max, tHb_max, HHb_max, O2Hb_mean, tHb_mean, tHb_min, O2Hb_median, HHb_std, HHb_median, O2Hb_min, HHb_mean, HHb_min",random_forest,"[('O2Hb_max', np.float64(0.16089723037804035)), ('tHb_max', np.float64(0.1143171337721975)), ('HHb_max', np.float64(0.10167792210870048)), ('O2Hb_mean', np.float64(0.09376978982822086)), ('tHb_mean', np.float64(0.0912222549942834)), ('tHb_min', np.float64(0.08098194536346502)), ('O2Hb_median', np.float64(0.07815792284192039)), ('HHb_std', np.float64(0.0659895979691011)), ('HHb_median', np.float64(0.0395510725309905)), ('O2Hb_min', np.float64(0.038402984002566344)), ('HHb_mean', np.float64(0.03302934081764584)), ('HHb_min', np.float64(0.03269239372416802))]",12
271,SVC,50,60,0.6185185185185186,0.48526082790421315,0.4388888888888889,0.4504355293828978,0.3637037037037037,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median",select_k_best,"[('tHb_max', np.float64(83.03561019623572)), ('tHb_mean', np.float64(71.38073647228998)), ('O2Hb_max', np.float64(61.35603104969777)), ('tHb_min', np.float64(59.27698523216854)), ('tHb_median', np.float64(45.862907638413404))]",5
272,RandomForest,50,60,0.5592592592592592,0.49669592964612114,0.4977777777777779,0.5849330408153938,0.48549382716049383,"O2Hb_max, tHb_max, HHb_max, O2Hb_mean, tHb_mean, tHb_min, O2Hb_median, HHb_std, HHb_median, O2Hb_min, HHb_mean, HHb_min, tHb_median, O2Hb_std, tHb_std",random_forest,"[('O2Hb_max', np.float64(0.16089723037804035)), ('tHb_max', np.float64(0.1143171337721975)), ('HHb_max', np.float64(0.10167792210870048)), ('O2Hb_mean', np.float64(0.09376978982822086)), ('tHb_mean', np.float64(0.0912222549942834)), ('tHb_min', np.float64(0.08098194536346502)), ('O2Hb_median', np.float64(0.07815792284192039)), ('HHb_std', np.float64(0.0659895979691011)), ('HHb_median', np.float64(0.0395510725309905)), ('O2Hb_min', np.float64(0.038402984002566344)), ('HHb_mean', np.float64(0.03302934081764584)), ('HHb_min', np.float64(0.03269239372416802)), ('tHb_median', np.float64(0.025719860284997703)), ('O2Hb_std', np.float64(0.02298146186489693)), ('tHb_std', np.float64(0.02060908951880556))]",15
273,KNN,50,60,0.5703703703703704,0.480070115364233,0.4544444444444445,0.4787878787878788,0.4530864197530864,"tHb_max, tHb_mean, O2Hb_max, tHb_min",select_k_best,"[('tHb_max', np.float64(83.03561019623572)), ('tHb_mean', np.float64(71.38073647228998)), ('O2Hb_max', np.float64(61.35603104969777)), ('tHb_min', np.float64(59.27698523216854))]",4
274,DecisionTree,50,60,0.4222222222222222,0.40858829844337086,0.4633333333333334,0.4259259259259259,0.4444444444444445,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median",select_k_best,"[('tHb_max', np.float64(83.03561019623572)), ('tHb_mean', np.float64(71.38073647228998)), ('O2Hb_max', np.float64(61.35603104969777)), ('tHb_min', np.float64(59.27698523216854)), ('tHb_median', np.float64(45.862907638413404))]",5
275,XGBoost,50,60,0.6481481481481483,0.5542525526021153,0.51,0.5262803234501349,0.45296296296296296,"tHb_max, tHb_mean, O2Hb_max, tHb_min, tHb_median, O2Hb_mean",select_k_best,"[('tHb_max', np.float64(83.03561019623572)), ('tHb_mean', np.float64(71.38073647228998)), ('O2Hb_max', np.float64(61.35603104969777)), ('tHb_min', np.float64(59.27698523216854)), ('tHb_median', np.float64(45.862907638413404)), ('O2Hb_mean', np.float64(42.882352866928095))]",6
